1,6
1,34
2,40
3,17
4,6
6,8
6,49
7,4
12,15
12,45
14,22
15,11
17,7
20,43
20,47
23,26
25,4
25,35
28,20
28,41
29,45
31,4
31,17
31,49
32,24
32,39
33,25
35,33
40,10
40,24
42,11
45,18
47,12
48,12
49,25
54,34
54,48
54,49
58,8
60,17
61,5
64,15
64,34
65,28
66,4
66,46
69,4
72,1
72,28
72,33
74,4
75,29
75,36
76,42
82,48
83,14
84,11
85,50
86,35
86,36
90,3
91,44
93,47
95,1
95,42
98,45
98,49
100,32
101,7
103,33
103,49
108,48
110,26
111,24
111,39
112,28
112,35
114,39
115,31
117,15
118,6
120,21
120,32
121,24
122,3
124,13
125,39
127,11
128,48
130,1
133,27
133,28
133,47
136,28
139,37
140,35
141,7
142,33
142,36
143,8
