1,6
2,8
3,55
4,130
5,6
6,6
7,86
8,54
9,7
10,49
11,8
12,100
13,117
14,89
15,17
16,64
17,128
18,27
19,106
20,24
21,107
22,24
23,106
24,2
25,112
26,85
27,80
28,105
29,69
30,11
31,10
32,59
33,64
34,131
35,19
36,26
37,10
38,121
39,141
40,71
41,79
42,47
43,57
44,48
45,67
46,98
47,111
48,128
49,12
50,104
51,63
52,33
53,56
54,124
55,7
56,108
57,63
58,39
59,45
60,80
61,26
62,135
63,29
64,47
65,10
66,86
67,75
68,89
69,69
70,2
71,124
72,138
73,122
74,62
75,78
76,48
77,94
78,141
79,141
80,17
81,5
82,9
83,45
84,126
85,59
86,67
87,8
88,88
89,124
90,99
91,118
92,124
93,104
94,13
95,36
96,103
97,40
98,105
99,48
100,18
