1,2,1
1,3,5
1,9,9
1,32,15
1,43,15
1,45,4
1,47,5
1,62,12
1,68,9
1,72,10
1,83,2
1,124,7
1,163,9
1,165,5
1,173,4
1,180,12
2,13,17
2,21,1
2,24,15
2,27,11
2,49,10
2,62,11
2,89,7
2,105,9
2,157,9
2,172,2
2,174,10
2,192,1
3,12,18
3,24,11
3,32,7
3,38,13
3,42,3
3,43,2
3,49,12
3,59,4
3,60,17
3,61,10
3,78,17
3,81,3
3,98,11
3,99,14
3,105,11
3,108,16
3,111,19
3,112,7
3,113,19
3,130,10
3,133,14
3,143,2
3,145,15
3,147,20
3,150,15
3,152,20
3,170,6
3,181,8
3,198,3
4,4,4
4,6,7
4,31,18
4,45,20
4,53,14
4,61,17
4,66,12
4,69,4
4,97,20
4,113,2
4,117,10
4,124,15
4,127,1
4,148,13
4,161,10
4,166,19
4,187,15
4,190,2
4,193,19
4,196,19
4,200,17
5,11,6
5,37,17
5,41,11
5,66,14
5,110,9
5,114,13
5,122,19
5,139,1
5,152,19
5,153,11
5,154,8
5,163,13
5,180,10
5,182,3
6,13,17
6,22,11
6,28,10
6,54,2
6,67,14
6,71,5
6,76,11
6,77,19
6,90,10
6,93,2
6,95,7
6,103,4
6,104,5
6,105,6
6,142,7
6,159,5
6,171,7
6,172,2
7,2,11
7,16,8
7,26,12
7,29,4
7,31,12
7,36,17
7,48,2
7,50,7
7,56,14
7,61,8
7,69,8
7,74,14
7,87,2
7,96,20
7,101,1
7,116,15
7,118,6
7,121,14
7,127,6
7,166,13
8,1,13
8,17,8
8,26,13
8,30,5
8,37,18
8,46,11
8,53,7
8,62,11
8,64,11
8,68,17
8,79,10
8,82,3
8,94,4
8,110,5
8,125,13
8,137,6
8,144,9
8,146,1
8,147,12
8,172,18
8,175,8
8,183,18
8,184,5
8,186,3
8,191,13
9,4,7
9,8,1
9,15,5
9,45,3
9,59,1
9,63,3
9,76,7
9,89,17
9,101,8
9,127,7
9,147,20
9,151,2
9,157,5
9,167,9
9,170,2
9,176,7
9,181,9
9,184,4
10,6,2
10,17,17
10,47,3
10,50,16
10,51,10
10,52,9
10,69,11
10,71,1
10,76,7
10,78,2
10,83,14
10,95,10
10,120,12
10,128,9
10,152,1
10,154,11
10,160,19
10,171,7
10,188,8
10,190,15
10,192,2
11,2,13
11,8,7
11,15,18
11,18,6
11,19,11
11,20,19
11,26,2
11,30,1
11,37,20
11,57,8
11,58,10
11,60,10
11,64,7
11,66,15
11,96,10
11,104,18
11,106,9
11,107,2
11,128,4
11,131,15
11,146,1
11,151,8
11,169,11
11,173,19
11,185,14
11,187,9
12,19,3
12,44,18
12,66,14
12,67,19
12,72,11
12,83,14
12,91,15
12,93,10
12,100,17
12,103,7
12,109,2
12,120,7
12,148,7
12,155,17
12,158,14
12,173,17
12,188,5
13,5,20
13,21,20
13,28,16
13,40,15
13,44,14
13,59,1
13,60,2
13,62,12
13,70,4
13,84,2
13,104,8
13,108,15
13,109,11
13,120,6
13,124,15
13,135,10
13,149,19
13,150,11
13,171,17
13,182,13
14,8,12
14,21,16
14,25,20
14,49,11
14,54,3
14,87,9
14,95,2
14,113,11
14,114,4
14,121,6
14,122,4
14,133,10
14,152,19
14,157,19
14,161,19
14,177,11
14,194,4
14,196,5
15,9,20
15,13,5
15,17,1
15,36,16
15,39,18
15,42,3
15,44,10
15,45,6
15,52,16
15,55,20
15,90,9
15,91,12
15,96,1
15,109,4
15,114,16
15,116,7
15,121,5
15,148,5
15,150,10
15,172,17
15,184,2
15,186,3
15,199,8
16,8,4
16,11,7
16,15,8
16,17,16
16,35,11
16,48,19
16,49,3
16,50,1
16,51,4
16,52,20
16,53,14
16,74,6
16,93,18
16,106,8
16,120,4
16,123,5
16,137,5
16,143,11
16,151,14
16,156,6
16,177,1
16,190,12
17,1,15
17,3,15
17,7,6
17,19,4
17,32,7
17,40,16
17,45,8
17,56,2
17,64,11
17,70,15
17,86,5
17,87,17
17,109,16
17,119,4
17,140,11
17,149,4
