1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,1
22,2
23,3
24,4
25,5
26,6
27,7
28,8
29,9
30,10
31,11
32,12
33,13
34,14
35,15
36,16
37,17
38,18
39,19
40,20
41,1
42,2
43,3
44,4
45,5
46,6
47,7
48,8
49,9
50,10
51,11
52,12
53,13
54,14
55,15
56,16
57,17
58,18
59,19
60,20
61,1
62,2
63,3
64,4
65,5
66,6
67,7
68,8
69,9
70,10
71,11
72,12
73,13
74,14
75,15
76,16
77,17
78,18
79,19
80,20
81,1
82,2
83,3
84,4
85,5
86,6
87,7
88,8
89,9
90,10
91,11
92,12
93,13
94,14
95,15
96,16
97,17
98,18
99,19
100,20
101,1
102,2
103,3
104,4
105,5
106,6
107,7
108,8
109,9
110,10
111,11
112,12
113,13
114,14
115,15
116,16
117,17
118,18
119,19
120,20
121,1
122,2
123,3
124,4
125,5
126,6
127,7
128,8
129,9
130,10
131,11
132,12
133,13
134,14
135,15
136,16
137,17
138,18
139,19
140,20
141,1
142,2
143,3
144,4
145,5
