1,1
1,5
1,9
1,12
1,15
1,18
1,21
1,29
1,33
1,39
1,44
1,52
1,56
1,59
1,62
1,65
1,68
1,72
1,76
1,79
1,82
1,85
1,90
1,93
1,96
1,99
1,103
1,107
1,110
1,113
1,121
1,124
1,127
1,130
1,134
1,138
2,1
2,4
2,7
2,14
2,17
2,20
2,26
2,30
2,38
2,41
2,44
2,47
2,50
2,53
2,59
2,62
2,68
2,71
2,75
2,79
2,85
2,102
2,109
2,112
2,115
2,118
2,122
2,130
2,133
2,136
2,139
3,5
3,9
3,14
3,18
3,21
3,24
3,28
3,31
3,34
3,37
3,40
3,43
3,46
3,49
3,52
3,57
3,60
3,66
3,69
3,72
3,75
3,78
3,81
3,84
3,87
3,91
3,94
3,100
3,104
3,108
3,112
3,115
3,118
3,121
3,124
3,127
3,130
3,135
3,138
4,3
4,6
4,11
4,18
4,21
4,25
4,31
4,34
4,38
4,41
4,45
4,51
4,58
4,61
4,66
4,69
4,72
4,75
4,84
4,87
4,92
4,96
4,106
4,114
4,117
4,125
4,129
4,136
4,139
5,5
5,10
5,13
5,19
5,29
5,35
5,40
5,44
5,47
5,51
5,57
5,69
5,73
5,77
5,81
5,86
5,89
5,92
5,99
5,103
5,106
5,109
5,115
5,119
5,129
5,133
5,137
6,6
6,11
6,15
6,19
6,24
6,27
6,32
6,39
6,43
6,46
6,54
6,63
6,67
6,73
6,78
6,82
6,88
6,98
6,101
6,107
6,113
6,117
6,122
6,125
6,133
6,137
7,9
7,15
7,19
7,22
7,28
7,31
7,34
7,37
7,40
7,43
7,48
7,52
7,56
7,60
7,72
7,75
7,80
7,84
7,87
7,91
7,94
7,100
7,103
7,106
7,113
7,116
7,125
7,129
7,132
7,135
8,2
8,5
8,8
8,14
8,19
8,22
8,28
8,32
8,35
8,38
8,41
8,46
8,50
8,53
8,58
8,63
8,67
8,71
8,75
8,78
8,82
8,85
8,90
8,95
8,101
8,105
8,108
8,112
8,116
8,120
8,128
8,137
9,2
9,14
9,18
9,22
9,25
9,28
9,35
9,40
9,43
9,48
9,56
9,60
9,64
9,72
9,75
9,81
9,86
9,89
9,93
9,97
9,100
9,104
9,108
9,113
9,117
9,125
9,128
9,132
9,138
10,2
10,5
10,9
10,14
10,17
10,24
10,29
10,33
10,39
10,42
10,45
10,48
10,51
10,54
10,57
10,61
10,64
10,70
10,74
10,77
10,83
10,86
10,89
10,92
10,96
10,100
10,103
10,106
10,110
10,115
10,120
10,123
10,127
10,130
10,134
10,137
10,140
11,1
11,6
11,11
11,14
11,17
11,23
11,27
11,30
11,33
11,36
11,42
11,45
11,48
11,51
11,54
11,61
11,64
11,68
11,72
11,77
11,80
11,84
11,88
11,93
11,97
11,102
11,105
11,110
11,118
11,122
11,125
11,129
11,132
11,135
11,140
12,2
12,7
12,15
12,20
12,25
12,28
12,32
12,35
12,39
12,42
12,49
12,54
12,57
12,60
12,63
12,66
12,69
12,74
12,77
12,81
12,85
12,91
12,95
12,100
12,105
12,110
12,113
12,118
12,122
12,127
12,130
12,133
12,137
12,140
13,1
13,7
13,10
13,14
13,17
13,20
13,26
13,29
13,32
13,38
13,41
13,44
13,47
13,50
13,55
13,59
13,62
13,65
13,70
13,77
13,86
13,89
13,95
13,100
13,103
13,107
13,112
13,116
13,120
13,124
13,127
13,130
13,133
13,136
14,1
14,4
14,8
14,11
14,15
14,18
14,24
14,27
14,31
14,36
14,41
14,44
14,49
14,52
14,56
14,60
14,64
14,67
14,70
14,74
14,78
14,84
14,87
14,90
14,97
14,100
14,110
14,113
14,116
14,119
14,124
14,131
14,135
14,139
15,3
15,7
15,16
15,19
15,27
15,36
15,42
15,45
15,48
15,54
15,61
15,64
15,68
15,73
15,76
15,81
15,86
15,92
15,98
15,101
15,104
15,108
15,112
15,119
15,123
15,128
15,131
15,139
16,4
16,7
16,10
16,22
16,31
16,34
16,43
16,46
16,53
16,60
16,68
16,78
16,82
16,92
16,96
16,99
16,102
16,107
16,110
16,113
16,116
16,120
16,125
16,134
17,4
17,8
17,11
17,15
17,19
17,22
17,25
17,30
17,38
17,44
17,47
17,53
17,56
17,59
17,67
17,70
17,73
17,76
17,79
17,88
17,92
17,95
17,99
17,104
17,107
17,111
17,115
17,119
17,126
17,139
18,3
18,7
18,10
18,15
18,18
18,23
18,29
18,32
18,36
18,39
18,48
18,51
18,56
18,61
18,64
18,67
18,71
18,79
18,82
18,88
18,91
18,94
18,98
18,106
18,112
18,116
18,121
18,124
18,127
18,130
19,4
19,7
19,10
19,13
19,17
19,20
19,26
19,29
19,32
19,36
19,39
19,45
19,48
19,52
19,57
19,60
19,70
19,74
19,82
19,86
19,89
19,92
19,95
19,98
19,102
19,109
19,112
19,115
19,118
19,121
19,124
19,127
19,133
19,136
19,139
20,12
20,21
20,36
20,49
20,55
20,59
20,62
20,70
20,82
20,97
20,117
20,123
20,133
21,4
21,9
21,12
21,21
21,25
21,33
21,38
21,45
21,49
21,52
21,55
21,58
21,63
21,70
21,75
21,78
21,83
21,88
21,91
21,96
21,99
21,104
21,109
21,112
21,116
21,122
21,125
21,131
21,138
22,8
22,11
22,15
22,22
22,26
22,31
22,41
22,46
22,49
22,56
22,59
22,64
22,67
22,72
22,75
22,78
22,81
22,86
22,91
22,96
22,99
22,102
22,105
22,111
22,114
22,120
22,123
22,126
22,129
22,132
22,138
23,3
23,9
23,16
23,21
23,27
23,36
23,41
23,44
23,48
23,55
23,59
23,65
23,68
23,77
23,80
23,91
23,98
23,106
23,109
23,112
23,119
23,124
23,133
24,5
24,8
24,23
24,36
24,39
24,46
24,50
24,86
24,90
24,94
24,102
24,122
24,131
24,135
25,1
25,4
25,8
25,11
25,19
25,24
25,27
25,31
25,37
25,42
25,45
25,49
25,52
25,55
25,58
25,61
25,65
25,68
25,71
25,74
25,77
25,80
25,83
25,87
25,90
25,93
25,96
25,99
25,102
25,105
25,110
25,113
25,118
25,121
25,126
25,129
25,132
25,136
25,140
26,5
26,11
26,15
26,27
26,30
26,34
26,54
26,62
26,73
26,76
26,85
26,103
26,114
26,129
26,140
27,8
27,12
27,17
27,24
27,34
27,37
27,40
27,44
27,52
27,55
27,58
27,61
27,64
27,67
27,73
27,83
27,89
27,93
27,108
27,113
27,117
27,122
27,126
27,132
27,135
28,1
28,4
28,7
28,10
28,14
28,21
28,24
28,27
28,32
28,35
28,38
28,42
28,45
28,51
28,56
28,59
28,63
28,66
28,70
28,73
28,80
28,85
28,89
28,93
28,97
28,104
28,107
28,111
28,114
28,118
28,121
28,125
28,128
28,132
28,135
28,138
29,2
29,8
29,12
29,17
29,22
29,25
29,28
29,33
29,38
29,41
29,44
29,47
29,50
29,55
29,58
29,63
29,66
29,70
29,73
29,77
29,80
29,84
29,88
29,91
29,95
29,98
29,101
29,104
29,107
29,113
29,116
29,119
29,125
29,128
29,131
29,136
29,140
30,3
30,6
30,9
30,13
30,16
30,21
30,24
30,28
30,31
30,35
30,40
30,48
30,51
30,54
30,57
30,63
30,66
30,69
30,72
30,76
30,81
30,84
30,88
30,91
30,94
30,98
30,101
30,104
30,107
30,111
30,115
30,119
30,123
30,126
30,132
30,135
31,6
31,19
31,31
31,34
31,39
31,58
31,87
31,90
31,103
31,112
31,125
31,140
32,6
32,9
32,15
32,18
32,23
32,26
32,30
32,33
32,43
32,47
32,50
32,54
32,63
32,67
32,71
32,83
32,87
32,90
32,94
32,98
32,101
32,104
32,107
32,111
32,114
32,117
32,122
32,128
32,131
32,134
32,138
33,3
33,8
33,13
33,18
33,34
33,40
33,43
33,49
33,52
33,55
33,59
33,62
33,71
33,74
33,83
33,90
33,95
33,99
33,108
33,114
33,118
33,121
33,129
33,137
33,140
34,2
34,5
34,13
34,16
34,21
34,24
34,29
34,32
34,35
34,38
34,51
34,55
34,65
34,68
34,76
34,79
34,82
34,85
34,89
34,96
34,101
34,104
34,108
34,111
34,114
34,120
34,123
34,133
34,136
35,5
35,8
35,12
35,16
35,20
35,28
35,36
35,42
35,45
35,49
35,53
35,56
35,66
35,69
35,76
35,82
35,85
35,88
35,94
35,101
35,110
35,114
35,117
35,120
35,123
35,126
35,131
35,136
35,139
36,2
36,6
36,11
36,16
36,26
36,33
36,37
36,42
36,47
36,50
36,54
36,60
36,65
36,69
36,77
36,80
36,83
36,94
36,97
36,100
36,105
36,109
36,117
36,120
36,123
36,128
36,135
36,139
37,13
37,21
37,46
37,51
37,57
37,62
37,74
37,80
37,95
37,103
37,109
37,120
37,124
37,134
38,3
38,12
38,16
38,20
38,23
38,27
38,34
38,40
38,56
38,60
38,66
38,78
38,81
38,85
38,89
38,96
38,99
38,105
38,109
38,121
38,126
38,129
38,134
38,138
39,2
39,5
39,9
39,12
39,19
39,22
39,25
39,30
39,33
39,37
39,41
39,45
39,49
39,53
39,58
39,61
39,64
39,69
39,72
39,76
39,79
39,82
39,85
39,88
39,92
39,96
39,100
39,105
39,108
39,111
39,115
39,118
39,122
39,126
39,129
39,134
39,137
39,140
40,1
40,4
40,7
40,12
40,16
40,20
40,25
40,30
40,37
40,40
40,43
40,48
40,51
40,54
40,62
40,65
40,69
40,73
40,79
40,83
40,87
40,95
40,99
40,102
40,106
40,109
40,114
40,117
40,121
40,124
40,128
40,135
40,139
41,2
41,7
41,11
41,16
41,19
41,24
41,27
41,30
41,34
41,37
41,41
41,46
41,58
41,67
41,71
41,76
41,79
41,92
41,95
41,102
41,106
41,110
41,115
41,126
41,130
41,136
41,139
43,1
43,9
43,14
43,18
43,22
43,25
43,28
43,31
43,35
43,39
43,44
43,52
43,65
43,71
43,74
43,83
43,92
43,102
43,110
43,127
43,130
43,134
44,3
44,13
44,23
44,28
44,35
44,53
44,57
44,63
44,66
44,76
44,97
44,103
44,106
44,119
44,122
44,126
44,131
44,138
45,22
45,26
45,36
45,40
45,46
45,63
45,66
45,69
45,72
45,79
45,86
45,93
45,101
45,107
45,111
45,123
45,132
46,1
46,4
46,10
46,14
46,17
46,25
46,29
46,33
46,38
46,42
46,46
46,50
46,53
46,57
46,61
46,67
46,70
46,74
46,78
46,81
46,84
46,87
46,90
46,93
46,97
46,109
46,116
46,120
46,124
46,128
46,131
46,134
46,138
47,6
47,12
47,17
47,20
47,23
47,26
47,30
47,33
47,37
47,42
47,47
47,50
47,53
47,57
47,60
47,64
47,68
47,71
47,74
47,77
47,80
47,84
47,87
47,90
47,93
47,97
47,100
47,105
47,111
47,115
47,118
47,121
47,127
47,130
47,133
47,137
47,140
48,3
48,6
48,10
48,13
48,17
48,20
48,23
48,26
48,29
48,32
48,35
48,39
48,43
48,47
48,55
48,58
48,62
48,65
48,71
48,75
48,79
48,83
48,86
48,89
48,93
48,97
48,101
48,105
48,108
48,111
48,114
48,119
48,123
48,127
48,131
48,134
48,137
49,2
49,10
49,13
49,18
49,23
49,30
49,61
49,65
49,68
49,73
49,80
49,94
49,98
49,108
49,117
49,132
49,136
50,3
50,6
50,10
50,13
50,16
50,20
50,23
50,26
50,29
50,32
50,37
50,43
50,47
50,50
50,53
50,59
50,62
50,75
50,78
50,81
50,84
50,88
50,91
50,94
50,98
50,103
50,106
50,116
50,119
50,128
50,137
